pid,cpu,ts
395002, 8.2,1720545832911483271
394383, 0.9,1720545833099324983
395002, 8.3,1720545833099324983
394383, 0.8,1720545834088645333
395002, 8.2,1720545834088645333
394383, 0.8,1720545834274679158
395002, 8.3,1720545834274679158
394383, 0.8,1720545835274962398
395002, 8.2,1720545835274962398
394383, 0.8,1720545835449080897
395002, 8.2,1720545835449080897
394383, 0.8,1720545836447949021
395002, 8.2,1720545836447949021
394383, 0.8,1720545836619644623
395002, 8.2,1720545836619644623
